Formula,Herb,Amount
厚朴七物汤,厚朴,250.0
厚朴七物汤,甘草,90.0
厚朴七物汤,大黄,90.0
厚朴七物汤,大枣,50.0
厚朴七物汤,枳实,25.0
厚朴七物汤,桂枝,60.0
厚朴七物汤,生姜,150.0
桂枝人参汤,桂枝,120.0
桂枝人参汤,甘草,120.0
桂枝人参汤,白术,90.0
桂枝人参汤,人参,90.0
桂枝人参汤,干姜,90.0
乌头桂枝汤,乌头,25.0
乌头桂枝汤,桂枝,90.0
乌头桂枝汤,芍药,90.0
乌头桂枝汤,甘草,60.0
乌头桂枝汤,生姜,90.0
乌头桂枝汤,大枣,20.0
麻黄连翘赤小豆汤,麻黄,60.0
麻黄连翘赤小豆汤,连翘,60.0
麻黄连翘赤小豆汤,杏仁皮尖,200.0
麻黄连翘赤小豆汤,赤小豆,24.0
麻黄连翘赤小豆汤,大枣,20.0
麻黄连翘赤小豆汤,生梓白皮,24.0
麻黄连翘赤小豆汤,生姜,60.0
麻黄连翘赤小豆汤,甘草,60.0
文蛤汤,文蛤,150.0
文蛤汤,麻黄,90.0
文蛤汤,甘草,90.0
文蛤汤,生姜,90.0
文蛤汤,石膏,150.0
文蛤汤,杏仁,250.0
文蛤汤,大枣,20.0
柴胡桂枝汤,桂枝,15.0
柴胡桂枝汤,黄芩,15.0
柴胡桂枝汤,芍药,15.0
柴胡桂枝汤,人参,15.0
柴胡桂枝汤,甘草,30.0
柴胡桂枝汤,半夏,3.0
柴胡桂枝汤,大枣,20.0
柴胡桂枝汤,生姜,15.0
柴胡桂枝汤,柴胡,120.0
一物瓜蒂散,瓜蒂,100.0
文蛤散,文蛤,150.0
黄芪芍药桂枝苦酒汤,黄芪,150.0
黄芪芍药桂枝苦酒汤,芍药,90.0
黄芪芍药桂枝苦酒汤,桂枝,90.0
白虎加桂枝汤,知母,180.0
白虎加桂枝汤,石膏,500.0
白虎加桂枝汤,甘草,60.0
白虎加桂枝汤,粳米,18.0
白虎加桂枝汤,桂枝,90.0
麻黄杏仁薏苡甘草汤,麻黄,15.0
麻黄杏仁薏苡甘草汤,杏仁,5.0
麻黄杏仁薏苡甘草汤,薏苡仁,15.0
麻黄杏仁薏苡甘草汤,甘草,30.0
麻黄加术汤,麻黄,90.0
麻黄加术汤,桂枝,60.0
麻黄加术汤,甘草,30.0
麻黄加术汤,杏仁,350.0
麻黄加术汤,皮尖,350.0
麻黄加术汤,白术,120.0
桂枝二越婢一汤,桂枝,9.0
桂枝二越婢一汤,芍药,9.0
桂枝二越婢一汤,麻黄,9.0
桂枝二越婢一汤,甘草,9.0
桂枝二越婢一汤,大枣,20.0
桂枝二越婢一汤,生姜,31.0
桂枝二越婢一汤,石膏,30.0
桂枝麻黄各半汤,桂枝,38.0
桂枝麻黄各半汤,芍药,30.0
桂枝麻黄各半汤,生姜,30.0
桂枝麻黄各半汤,甘草,30.0
桂枝麻黄各半汤,麻黄,30.0
桂枝麻黄各半汤,大枣,20.0
桂枝麻黄各半汤,杏仁,120.0
桂枝二麻黄一汤,桂枝,38.5
桂枝二麻黄一汤,芍药,33.0
桂枝二麻黄一汤,麻黄,8.0
桂枝二麻黄一汤,生姜,33.0
桂枝二麻黄一汤,杏仁,80.0
桂枝二麻黄一汤,皮尖,80.0
桂枝二麻黄一汤,甘草,31.0
桂枝二麻黄一汤,大枣,20.0
逍遥散,甘草,15.0
逍遥散,当归,30.0
逍遥散,茯苓,30.0
逍遥散,白芍,30.0
逍遥散,白术,30.0
逍遥散,柴胡,30.0
逍遥散,薄荷,20.0
膈下逐瘀汤,五灵脂,6.0
膈下逐瘀汤,川芎,6.0
膈下逐瘀汤,桃仁,15.0
膈下逐瘀汤,红花,15.0
膈下逐瘀汤,生地,12.0
膈下逐瘀汤,当归,6.0
膈下逐瘀汤,赤芍,6.0
膈下逐瘀汤,枳壳,6.0
膈下逐瘀汤,桔梗,6.0
膈下逐瘀汤,甘草,6.0
膈下逐瘀汤,柴胡,3.0
膈下逐瘀汤,玄参,3.0
金锁固精丸,沙苑,60.0
金锁固精丸,蒺藜,60.0
金锁固精丸,芡实,60.0
金锁固精丸,莲须,60.0
金锁固精丸,龙骨酥,30.0
金锁固精丸,牡蛎,30.0
茯苓杏仁甘草汤,茯苓,90.0
茯苓杏仁甘草汤,杏仁,250.0
茯苓杏仁甘草汤,甘草,30.0
枳实薤白桂枝汤,枳实,20.0
枳实薤白桂枝汤,厚朴,120.0
枳实薤白桂枝汤,薤白,250.0
枳实薤白桂枝汤,桂枝,30.0
枳实薤白桂枝汤,栝楼实,5.0
三物白散,桔梗,0.8999999999999999
三物白散,巴豆,0.3
三物白散,皮尖,0.3
三物白散,熬黑,0.3
三物白散,贝母,0.8999999999999999
葶苈丸,葶苈子,1000.0
杏子汤,杏仁,150.0
泽漆汤,半夏,12.0
泽漆汤,紫参,150.0
泽漆汤,泽漆,1500.0
泽漆汤,生姜,150.0
泽漆汤,白前,150.0
泽漆汤,甘草,90.0
泽漆汤,黄芩,90.0
泽漆汤,人参,90.0
泽漆汤,桂枝,90.0
四逆汤,附子,20.0
四逆汤,干姜,15.0
四逆汤,甘草,20.0
生脉散,麦门冬,20.0
生脉散,人参,20.0
生脉散,五味子,20.0
六神散,人参,20.0
六神散,白茯苓,20.0
六神散,干山药,20.0
六神散,白术,20.0
六神散,白扁豆,20.0
六神散,甘草,20.0
七味白术散,人参,7.5
七味白术散,白茯苓,20.0
七味白术散,白术,15.0
七味白术散,藿香叶,15.0
七味白术散,木香,6.0
七味白术散,甘草,3.0
七味白术散,葛根,20.0
资生丸,人参,20.0
资生丸,白术,90.0
资生丸,白茯苓,20.0
资生丸,广陈皮,20.0
资生丸,山楂,20.0
资生丸,甘草,20.0
资生丸,怀山药,20.0
资生丸,川黄连,20.0
资生丸,薏苡仁,20.0
资生丸,白扁豆,20.0
资生丸,白豆蔻仁,20.0
资生丸,藿香叶,20.0
资生丸,莲肉,20.0
资生丸,泽泻,20.0
资生丸,桔梗,20.0
资生丸,米泔,20.0
资生丸,芡实粉,20.0
资生丸,麦芽,20.0
玉屏风散,防风,30.0
玉屏风散,黄芪蜜,60.0
玉屏风散,白术,60.0
升阳益胃汤,黄芪,60.0
升阳益胃汤,半夏,30.0
升阳益胃汤,人参,30.0
升阳益胃汤,甘草,30.0
升阳益胃汤,独活,15.0
升阳益胃汤,防风,15.0
升阳益胃汤,白芍,15.0
升阳益胃汤,羌活,15.0
升阳益胃汤,陈皮,12.0
升阳益胃汤,茯苓,9.0
升阳益胃汤,柴胡,9.0
升阳益胃汤,泽泻,9.0
升阳益胃汤,白术,9.0
升阳益胃汤,黄连,3.0
补中益气汤,黄芪,3.0
补中益气汤,甘草,1.5
补中益气汤,人参,0.8999999999999999
补中益气汤,当归,0.6
补中益气汤,橘皮,1.5
补中益气汤,升麻,1.5
补中益气汤,柴胡,1.5
补中益气汤,白术,0.8999999999999999
炙甘草汤,甘草,120.0
炙甘草汤,生姜,90.0
炙甘草汤,人参,60.0
炙甘草汤,生地黄,500.0
炙甘草汤,桂枝,90.0
炙甘草汤,阿胶,60.0
炙甘草汤,麦门冬,12.0
炙甘草汤,麻仁,12.0
炙甘草汤,大枣,150.0
拯阳理劳汤,人参,6.0
拯阳理劳汤,黄芪,6.0
拯阳理劳汤,白术,3.0
拯阳理劳汤,当归,3.0
拯阳理劳汤,陈皮,3.0
拯阳理劳汤,五味子,1.2
拯阳理劳汤,肉桂,2.1
拯阳理劳汤,甘草,1.5
拯阳理劳汤,生姜,20.0
拯阳理劳汤,红枣,20.0
保元汤,人参,3.0
保元汤,黄芪,9.0
保元汤,甘草,3.0
保元汤,肉桂,2.1
独参汤,人参,60.0
香砂六君子汤,人参,3.0
香砂六君子汤,白术,6.0
香砂六君子汤,茯苓,6.0
香砂六君子汤,甘草,2.1
香砂六君子汤,陈皮,2.4
香砂六君子汤,半夏,3.0
香砂六君子汤,木香,2.1
香砂六君子汤,砂仁,2.4
香砂六君子汤,生姜,6.0
异功散,人参,6.0
异功散,白术,6.0
异功散,茯苓,6.0
异功散,甘草,6.0
异功散,陈皮,6.0
六君子汤,人参,3.0
六君子汤,白术,4.5
六君子汤,茯苓,3.0
六君子汤,甘草,3.0
六君子汤,陈皮,3.0
六君子汤,半夏,4.5
六君子汤,大枣,20.0
六君子汤,生姜,20.0
四君子汤,人参,9.0
四君子汤,白术,9.0
四君子汤,茯苓,9.0
四君子汤,甘草,6.0
大青龙汤,麻黄,180.0
大青龙汤,桂枝,60.0
大青龙汤,甘草,60.0
大青龙汤,杏仁,12.0
大青龙汤,石膏,18.0
大青龙汤,鸡子大,18.0
大青龙汤,生姜,90.0
大青龙汤,大枣,60.0
小青龙汤,麻黄,20.0
小青龙汤,芍药,90.0
小青龙汤,干姜,90.0
小青龙汤,甘草,20.0
小青龙汤,桂枝,6.0
小青龙汤,五味子,12.0
小青龙汤,半夏,20.0
泻白散,地骨皮,30.0
泻白散,桑白皮,30.0
泻白散,甘草,3.0
旋覆代赭汤,旋覆花,90.0
旋覆代赭汤,人参,60.0
旋覆代赭汤,生姜,150.0
旋覆代赭汤,代赭石,30.0
旋覆代赭汤,甘草,90.0
旋覆代赭汤,半夏,12.0
旋覆代赭汤,大枣,60.0
血府逐瘀汤,桃仁,12.0
血府逐瘀汤,红花,9.0
血府逐瘀汤,当归,9.0
血府逐瘀汤,生地黄,9.0
血府逐瘀汤,川芎,1.5
血府逐瘀汤,赤芍,6.0
血府逐瘀汤,牛膝,9.0
血府逐瘀汤,桔梗,1.5
血府逐瘀汤,柴胡,3.0
血府逐瘀汤,枳壳,6.0
血府逐瘀汤,甘草,3.0
小蓟饮子,生地黄,120.0
小蓟饮子,小蓟,15.0
小蓟饮子,滑石,15.0
小蓟饮子,蒲黄,15.0
小蓟饮子,藕节,15.0
小蓟饮子,淡竹叶,15.0
小蓟饮子,当归酒,15.0
小蓟饮子,山栀子,15.0
小蓟饮子,木通,15.0
小蓟饮子,甘草,15.0
消风散,当归,3.0
消风散,生地黄,3.0
消风散,防风,3.0
消风散,蝉蜕,3.0
消风散,知母,3.0
消风散,苦参,3.0
消风散,胡麻仁,3.0
消风散,荆芥,3.0
消风散,苍术,3.0
消风散,牛蒡子,3.0
消风散,石膏,3.0
消风散,甘草,1.5
消风散,木通,1.5
小柴胡汤,柴胡,250.0
小柴胡汤,黄芩,90.0
小柴胡汤,人参,90.0
小柴胡汤,半夏,20.0
小柴胡汤,甘草,20.0
小柴胡汤,生姜,20.0
小柴胡汤,大枣,20.0
小陷胸汤,黄连,30.0
小陷胸汤,半夏,12.0
小陷胸汤,瓜蒌实大者,5.0
阳和汤,熟地黄,30.0
阳和汤,白芥子,6.0
阳和汤,鹿角胶,9.0
阳和汤,肉桂,3.0
阳和汤,麻黄,1.5
阳和汤,姜炭,1.5
阳和汤,生甘草,3.0
杏苏散,苏叶,20.0
杏苏散,杏仁,20.0
杏苏散,半夏,20.0
杏苏散,茯苓,20.0
杏苏散,前胡,20.0
杏苏散,陈皮,20.0
杏苏散,桔梗,20.0
杏苏散,枳壳,20.0
杏苏散,甘草,20.0
杏苏散,生姜,20.0
杏苏散,大枣,20.0
桑杏汤,桑叶,20.0
桑杏汤,杏仁,4.5
桑杏汤,沙参,6.0
桑杏汤,象贝,3.0
桑杏汤,香豉,3.0
桑杏汤,栀皮,3.0
桑杏汤,梨皮,3.0
玉女煎,石膏,15.0
玉女煎,熟地黄,45.0
玉女煎,麦冬,6.0
玉女煎,知母牛膝,1.5
金匮肾气丸,干地黄,20.0
金匮肾气丸,山茱萸,20.0
金匮肾气丸,山药,20.0
金匮肾气丸,泽泻,20.0
金匮肾气丸,茯苓,20.0
金匮肾气丸,牡丹皮,20.0
金匮肾气丸,桂枝,20.0
金匮肾气丸,附子,20.0
银翘散,金银花,30.0
银翘散,连翘,30.0
银翘散,桔梗,18.0
银翘散,薄荷,18.0
银翘散,竹叶,12.0
银翘散,生甘草,15.0
银翘散,荆芥穗,12.0
银翘散,淡豆豉,15.0
银翘散,牛蒡子,18.0
茵陈蒿汤,茵陈,180.0
茵陈蒿汤,栀子,70.0
茵陈蒿汤,大黄,60.0
紫雪,石膏,20.0
紫雪,寒水石,20.0
紫雪,滑石,20.0
紫雪,磁石,20.0
紫雪,千克,150.0
紫雪,犀角屑,150.0
紫雪,羚羊角屑,150.0
紫雪,沉香,150.0
紫雪,青木香,150.0
紫雪,玄参,500.0
紫雪,升麻,500.0
紫雪,甘草,240.0
紫雪,丁香,30.0
紫雪,芒硝制,20.0
紫雪,硝石精制,96.0
紫雪,麝香,1.5
紫雪,朱砂飞,90.0
紫雪,黄金,20.0
朱砂安神丸,朱砂,15.0
朱砂安神丸,水飞为衣,18.0
朱砂安神丸,黄连,18.0
朱砂安神丸,甘草,7.5
朱砂安神丸,生地黄,1.5
朱砂安神丸,当归,3.0
至宝丹,生乌犀屑,30.0
至宝丹,朱砂,30.0
至宝丹,雄黄,30.0
至宝丹,生玳瑁屑,30.0
至宝丹,琥珀,30.0
至宝丹,麝香,0.3
至宝丹,龙脑,0.3
至宝丹,金箔半,1500.0
至宝丹,半为衣银箔,1500.0
至宝丹,牛黄,15.0
至宝丹,安息香,15.0
至宝丹,为末,30.0
至宝丹,以无灰酒搅,30.0
至宝丹,飞过,30.0
至宝丹,沙土,30.0
至宝丹,约得,30.0
至宝丹,慢火熬成膏,20.0
白虎汤,石膏,20.0
白虎汤,知母,180.0
白虎汤,甘草,20.0
白虎汤,粳米,18.0
桂枝汤,桂枝,20.0
桂枝汤,芍药,90.0
桂枝汤,甘草,20.0
桂枝汤,生姜,20.0
桂枝汤,大枣,20.0
泻心汤,大黄,60.0
泻心汤,黄连,30.0
泻心汤,黄芩,30.0
止嗽散,桔梗,90.0
止嗽散,荆芥,90.0
止嗽散,紫菀,90.0
止嗽散,百部,90.0
止嗽散,白前,90.0
止嗽散,甘草,30.0
止嗽散,陈皮,45.0
镇肝熄风汤,怀牛膝,30.0
镇肝熄风汤,生赭石,30.0
镇肝熄风汤,生龙骨,15.0
镇肝熄风汤,生牡蛎,15.0
镇肝熄风汤,生龟甲,15.0
镇肝熄风汤,生杭芍,15.0
镇肝熄风汤,玄参,15.0
镇肝熄风汤,天冬,15.0
镇肝熄风汤,川楝子,6.0
镇肝熄风汤,生麦芽,6.0
镇肝熄风汤,茵陈,6.0
镇肝熄风汤,甘草,1.5
羌活胜湿汤,羌活,3.0
羌活胜湿汤,独活,3.0
羌活胜湿汤,藁本,1.5
羌活胜湿汤,防风,1.5
羌活胜湿汤,甘草,1.5
羌活胜湿汤,川芎,1.5
羌活胜湿汤,蔓荆子,0.8999999999999999
真武汤,茯苓,90.0
真武汤,白芍,90.0
真武汤,白术,60.0
真武汤,生姜,90.0
真武汤,炮附子,5.0
生肌散,石膏,30.0
生肌散,轻粉,30.0
生肌散,赤石脂,30.0
生肌散,黄丹,6.0
生肌散,龙骨,9.0
生肌散,血竭,9.0
生肌散,樟脑,9.0
黑虎丹,灵磁石,4.5
黑虎丹,母丁香,3.0
黑虎丹,公丁香,3.0
黑虎丹,全蝎,4.5
黑虎丹,只约,4.5
黑虎丹,僵蚕,2.1
黑虎丹,甲片,9.0
黑虎丹,蜈蚣,6.0
黑虎丹,蜘蛛,1.5
黑虎丹,麝香,1.5
黑虎丹,牛黄,0.6
黑虎丹,冰片,3.0
密陀僧散,雄黄,6.0
密陀僧散,硫黄,6.0
密陀僧散,蛇床子,6.0
密陀僧散,密陀僧,3.0
密陀僧散,石黄,3.0
密陀僧散,轻粉,1.5
三品一条枪,明矾,60.0
三品一条枪,砒石,45.0
三品一条枪,雄黄,7.2
五倍子汤,五倍子,30.0
五倍子汤,朴硝,30.0
五倍子汤,桑寄生,30.0
五倍子汤,莲房,30.0
五倍子汤,荆芥,30.0
枯痔散,白矾,60.0
枯痔散,蟾酥,6.0
枯痔散,轻粉,12.0
枯痔散,白砒,30.0
枯痔散,天灵盖一块,12.0
紫草油,紫草,20.0
紫草油,香油,20.0
紫草油,毫升,20.0
紫草油,冰片,20.0
三黄洗剂,大黄,20.0
三黄洗剂,黄柏,20.0
三黄洗剂,黄芩,20.0
三黄洗剂,苦参,20.0
颠倒散,大黄,120.0
颠倒散,硫黄,120.0
阳和解凝膏,鲜牛蒡,1500.0
阳和解凝膏,鲜白凤仙梗,120.0
阳和解凝膏,川芎,30.0
阳和解凝膏,附子,60.0
阳和解凝膏,桂枝,60.0
阳和解凝膏,大黄,60.0
阳和解凝膏,当归,60.0
阳和解凝膏,肉桂,60.0
阳和解凝膏,草乌,60.0
阳和解凝膏,川乌,60.0
阳和解凝膏,地龙,60.0
阳和解凝膏,僵蚕,30.0
阳和解凝膏,赤芍,60.0
阳和解凝膏,白芷,60.0
阳和解凝膏,白蔹,60.0
阳和解凝膏,白及,60.0
阳和解凝膏,没药,60.0
阳和解凝膏,官桂,60.0
阳和解凝膏,续断,30.0
阳和解凝膏,防风,30.0
阳和解凝膏,荆芥,30.0
阳和解凝膏,五灵脂,30.0
阳和解凝膏,木香,30.0
阳和解凝膏,香橼,30.0
阳和解凝膏,陈皮,30.0
阳和解凝膏,苏合油,120.0
阳和解凝膏,麝香,30.0
阳和解凝膏,大麻油,5000.0
八宝丹,珍珠,3.0
八宝丹,牛黄,1.5
八宝丹,象皮,4.5
八宝丹,琥珀,4.5
八宝丹,煅龙骨,4.5
八宝丹,轻粉—钱,1.5
八宝丹,冰片,0.8999999999999999
八宝丹,煅炉甘石,9.0
黑退消,生川乌,20.0
黑退消,生草乌,20.0
黑退消,生南星,20.0
黑退消,生半夏,20.0
黑退消,生磁石,20.0
黑退消,公丁香,20.0
黑退消,肉桂,20.0
黑退消,制没药,20.0
黑退消,甘松,20.0
黑退消,硇砂,20.0
黑退消,冰片,20.0
黑退消,麝香,20.0
太乙膏,肉桂,60.0
太乙膏,白芷,60.0
太乙膏,当归,60.0
太乙膏,玄参,60.0
太乙膏,赤芍,60.0
太乙膏,生地黄,60.0
太乙膏,大黄,60.0
太乙膏,土木鳖,60.0
太乙膏,槐枝,20.0
太乙膏,柳枝,20.0
太乙膏,阿魏,9.0
太乙膏,轻粉,12.0
太乙膏,血余,30.0
太乙膏,东丹,1150.0
太乙膏,没药,15.0
太乙膏,麻油,2500.0
回阳玉龙膏,草乌,90.0
回阳玉龙膏,煨于姜,90.0
回阳玉龙膏,赤芍,30.0
回阳玉龙膏,白芷,30.0
回阳玉龙膏,煨天南星,30.0
回阳玉龙膏,肉桂,15.0
桂麝散,麻黄,15.0
桂麝散,肉桂,30.0
桂麝散,丁香,30.0
桂麝散,皂角,9.0
桂麝散,生半夏,24.0
桂麝散,天南星,24.0
桂麝散,麝香,1.7999999999999998
桂麝散,冰片,1.2
肠粘连缓解汤,川朴,20.0
肠粘连缓解汤,木香,20.0
肠粘连缓解汤,莱菔子,20.0
肠粘连缓解汤,当归,20.0
肠粘连缓解汤,肉苁蓉,20.0
肠粘连缓解汤,乌药,20.0
肠粘连缓解汤,桃仁,20.0
肠粘连缓解汤,赤芍,20.0
肠粘连缓解汤,芒硝,20.0
肠粘连缓解汤,番泻叶,20.0
肠粘连缓解汤,党参,20.0
肠粘连缓解汤,黄精,20.0
大承气汤,大黄,20.0
大承气汤,厚朴,20.0
大承气汤,枳实,25.0
大承气汤,芒硝,9.0
秦艽扶羸汤,柴胡,60.0
秦艽扶羸汤,人参,45.0
秦艽扶羸汤,鳖甲,45.0
秦艽扶羸汤,秦艽,45.0
秦艽扶羸汤,地骨皮,45.0
秦艽扶羸汤,半夏,30.0
秦艽扶羸汤,紫菀,30.0
秦艽扶羸汤,甘草,30.0
秦艽扶羸汤,当归,33.0
胆道排石汤,金钱草,20.0
胆道排石汤,茵陈,20.0
胆道排石汤,郁金,20.0
胆道排石汤,枳壳,20.0
胆道排石汤,木香,20.0
胆道排石汤,生大黄,20.0
桂枝加附子汤,桂枝,90.0
桂枝加附子汤,芍药,90.0
桂枝加附子汤,甘草,90.0
桂枝加附子汤,生姜,90.0
桂枝加附子汤,大枣,60.0
桂枝加附子汤,附子,5.0
犀角升麻汤,犀角,30.3
犀角升麻汤,升麻,30.0
犀角升麻汤,防风,0.8999999999999999
犀角升麻汤,羌活,0.8999999999999999
犀角升麻汤,川芎,15.0
犀角升麻汤,白附子,15.0
犀角升麻汤,白芷,15.0
犀角升麻汤,黄芩,15.0
犀角升麻汤,甘草,0.3
黄芩散,黄芩,3.0
黄芩散,赤茯苓,30.0
黄芩散,麦门冬,30.0
黄芩散,石膏,60.0
黄芩散,葛根,15.0
黄芩散,甘菊花,15.0
黄芩散,甘草,15.0
桂枝加黄芪汤,桂枝,90.0
桂枝加黄芪汤,芍药,90.0
桂枝加黄芪汤,甘草,60.0
桂枝加黄芪汤,生姜,30.0
桂枝加黄芪汤,大枣,60.0
桂枝加黄芪汤,黄芪,60.0
大造丸,紫河车一具,60.0
大造丸,龟板,60.0
大造丸,黄柏,45.0
大造丸,杜仲,45.0
大造丸,牛膝,36.0
大造丸,天门冬,36.0
大造丸,麦门冬,36.0
大造丸,人参,30.0
大造丸,生地黄,75.0
九一丹,煅石膏,27.0
九一丹,黄灵药,20.0
九一丹,升丹,3.0
易筒地黄饮子,生地黄,20.0
易筒地黄饮子,黄芪,20.0
易筒地黄饮子,熟地黄,20.0
易筒地黄饮子,甘草,20.0
易筒地黄饮子,天门冬,20.0
易筒地黄饮子,麦门冬,20.0
易筒地黄饮子,石斛,20.0
易筒地黄饮子,枇杷叶,20.0
易筒地黄饮子,枳壳,20.0
易筒地黄饮子,泽泻,20.0
易筒地黄饮子,人参,20.0
升阳举经汤,肉桂,1.5
升阳举经汤,白芍,1.5
升阳举经汤,红花,1.5
升阳举经汤,人参,3.0
升阳举经汤,熟地黄,3.0
升阳举经汤,川芎,3.0
升阳举经汤,独活,4.5
升阳举经汤,炮附子,4.5
升阳举经汤,甘草,4.5
升阳举经汤,羌活,6.0
升阳举经汤,藁本,6.0
升阳举经汤,防风,6.0
升阳举经汤,白术,9.0
升阳举经汤,当归,9.0
升阳举经汤,黄芪,9.0
升阳举经汤,柴胡,9.0
升阳举经汤,桃仁,20.0
丁桂散,丁香,9.0
丁桂散,肉桂两,30.0
千捶膏,松香,120.0
千捶膏,巴豆,20.0
千捶膏,蓖麻仁,21.0
千捶膏,杏仁,3.0
千捶膏,没药,3.0
千捶膏,铜绿,3.0
坎离砂,麻黄,20.0
坎离砂,归尾,20.0
坎离砂,附子,20.0
坎离砂,透骨草,20.0
坎离砂,红花,20.0
坎离砂,干姜,20.0
坎离砂,桂枝,20.0
坎离砂,牛膝,20.0
坎离砂,白芷,20.0
坎离砂,荆芥,20.0
坎离砂,防风,20.0
坎离砂,木瓜,20.0
坎离砂,生艾绒,20.0
坎离砂,羌活,20.0
坎离砂,独活,20.0
坎离砂,铁砂,20.0
铁箍散,芙蓉叶,20.0
铁箍散,黄柏,20.0
铁箍散,大黄,20.0
铁箍散,五倍子,20.0
铁箍散,白及,20.0
玉露散,芙蓉叶,20.0
金黄散,天花粉,5000.0
金黄散,大黄,2500.0
金黄散,黄柏,2500.0
金黄散,姜黄,2500.0
金黄散,白芷,2500.0
金黄散,天南星,1000.0
金黄散,陈皮,1000.0
金黄散,苍术,1000.0
金黄散,厚朴,1000.0
金黄散,甘草,1000.0
越鞠丸,香附,6.0
越鞠丸,川芎,6.0
越鞠丸,苍术,6.0
越鞠丸,神曲,6.0
越鞠丸,栀子,6.0
阿魏膏,羌活,15.0
阿魏膏,独活,15.0
阿魏膏,玄参,15.0
阿魏膏,官桂,15.0
阿魏膏,赤芍,15.0
阿魏膏,穿山甲,15.0
阿魏膏,生地黄,15.0
阿魏膏,两头尖,15.0
阿魏膏,大黄,15.0
阿魏膏,白芷,15.0
阿魏膏,天麻,15.0
阿魏膏,红花,15.0
阿魏膏,槐枝,15.0
阿魏膏,柳枝,15.0
